,tweet_text,adj,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
4010,@user Cumulative tonnage to orbit this year is the right metric,optimistic,How can this statement be described?,optimistic,not optimistic,,,
4011,@user Cumulative tonnage to orbit this year is the right metric,honest,How can this statement be described?,honest,not honest,,,
4012,@user Cumulative tonnage to orbit this year is the right metric,funny,How can this statement be described?,funny,not funny,,,
4013,@user Cumulative tonnage to orbit this year is the right metric,amusing,How can this statement be described?,amusing,not amusing,,,
4014,@user Cumulative tonnage to orbit this year is the right metric,calm,How can this statement be described?,calm,not calm,,,
4015,@user Cumulative tonnage to orbit this year is the right metric,polite,How can this statement be described?,polite,not polite,,,
4016,@user Cumulative tonnage to orbit this year is the right metric,charismatic,How can this statement be described?,charismatic,not charismatic,,,
4017,@user Cumulative tonnage to orbit this year is the right metric,romantic,How can this statement be described?,romantic,not romantic,,,
4018,@user Cumulative tonnage to orbit this year is the right metric,friendly,How can this statement be described?,friendly,not friendly,,,
4019,@user Cumulative tonnage to orbit this year is the right metric,clever,How can this statement be described?,clever,not clever,,,
4020,@user Cumulative tonnage to orbit this year is the right metric,compassionate,How can this statement be described?,compassionate,not compassionate,,,
4021,@user Cumulative tonnage to orbit this year is the right metric,aggressive,How can this statement be described?,aggressive,not aggressive,,,
4022,@user Cumulative tonnage to orbit this year is the right metric,cynical,How can this statement be described?,cynical,not cynical,,,
4023,@user Cumulative tonnage to orbit this year is the right metric,grumpy,How can this statement be described?,grumpy,not grumpy,,,
4024,@user Cumulative tonnage to orbit this year is the right metric,nervous,How can this statement be described?,nervous,not nervous,,,
4025,@user Cumulative tonnage to orbit this year is the right metric,defensive,How can this statement be described?,defensive,not defensive,,,
4026,@user Cumulative tonnage to orbit this year is the right metric,arrogant,How can this statement be described?,arrogant,not arrogant,,,
4027,@user Cumulative tonnage to orbit this year is the right metric,impulsive,How can this statement be described?,impulsive,not impulsive,,,
4028,@user Cumulative tonnage to orbit this year is the right metric,patronizing,How can this statement be described?,patronizing,not patronizing,,,
4029,@user Cumulative tonnage to orbit this year is the right metric,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
4030,@user Cumulative tonnage to orbit this year is the right metric,sullen,How can this statement be described?,sullen,not sullen,,,
4031,@user Cumulative tonnage to orbit this year is the right metric,stubborn,How can this statement be described?,stubborn,not stubborn,,,
4032,@user Cumulative tonnage to orbit this year is the right metric,egotistical,How can this statement be described?,egotistical,not egotistical,,,
4033,@user Cumulative tonnage to orbit this year is the right metric,rude,How can this statement be described?,rude,not rude,,,
4034,@user Cumulative tonnage to orbit this year is the right metric,mean,How can this statement be described?,mean,not mean,,,
4035,@user Cumulative tonnage to orbit this year is the right metric,secretive,How can this statement be described?,secretive,not secretive,,,
4036,@user Cumulative tonnage to orbit this year is the right metric,bossy,How can this statement be described?,bossy,not bossy,,,
4037,@user Cumulative tonnage to orbit this year is the right metric,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
4038,@user Cumulative tonnage to orbit this year is the right metric,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
4039,@user Cumulative tonnage to orbit this year is the right metric,lazy,How can this statement be described?,lazy,not lazy,,,
4040,@user Cumulative tonnage to orbit this year is the right metric,selfish,How can this statement be described?,selfish,not selfish,,,
4041,@user @user Write to the @user That would be great.,creative,How can this statement be described?,creative,not creative,,,
4042,@user @user Write to the @user That would be great.,adventurous,How can this statement be described?,adventurous,not adventurous,,,
4043,@user @user Write to the @user That would be great.,generous,How can this statement be described?,generous,not generous,,,
4044,@user @user Write to the @user That would be great.,decisive,How can this statement be described?,decisive,not decisive,,,
4045,@user @user Write to the @user That would be great.,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
4046,@user @user Write to the @user That would be great.,affectionate,How can this statement be described?,affectionate,not affectionate,,,
4047,@user @user Write to the @user That would be great.,hardworking,How can this statement be described?,hardworking,not hardworking,,,
4048,@user @user Write to the @user That would be great.,observant,How can this statement be described?,observant,not observant,,,
4049,@user @user Write to the @user That would be great.,helpful,How can this statement be described?,helpful,not helpful,,,
4050,@user @user Write to the @user That would be great.,optimistic,How can this statement be described?,optimistic,not optimistic,,,
4051,@user @user Write to the @user That would be great.,honest,How can this statement be described?,honest,not honest,,,
4052,@user @user Write to the @user That would be great.,funny,How can this statement be described?,funny,not funny,,,
4053,@user @user Write to the @user That would be great.,amusing,How can this statement be described?,amusing,not amusing,,,
4054,@user @user Write to the @user That would be great.,calm,How can this statement be described?,calm,not calm,,,
4055,@user @user Write to the @user That would be great.,polite,How can this statement be described?,polite,not polite,,,
4056,@user @user Write to the @user That would be great.,charismatic,How can this statement be described?,charismatic,not charismatic,,,
4057,@user @user Write to the @user That would be great.,romantic,How can this statement be described?,romantic,not romantic,,,
4058,@user @user Write to the @user That would be great.,friendly,How can this statement be described?,friendly,not friendly,,,
4059,@user @user Write to the @user That would be great.,clever,How can this statement be described?,clever,not clever,,,
4060,@user @user Write to the @user That would be great.,compassionate,How can this statement be described?,compassionate,not compassionate,,,
4061,@user @user Write to the @user That would be great.,aggressive,How can this statement be described?,aggressive,not aggressive,,,
